S no,name,latitude,longitude,delivery_review_number,location
630,New Udupi Garden,12.95640579,77.71032516,"2,611","Marathahalli, Bangalore"
631,BBQ Joint,12.97226428,77.73427963,1,"Whitefield, Bangalore"
632,The Lassi Corner,12.96785091,77.75790956,"1,120","Whitefield, Bangalore"
633,Annapoorna Andhra Spices,12.96600098,77.71408662,659,"Brookefield, Bangalore"
634,K R Catering Services,12.97479503,77.75536582,79,"Whitefield, Bangalore"
635,Tiwari's Cafe,12.9701974,77.74205,273,"Whitefield, Bangalore"
636,NH-47 Kerala Kitchen,12.9808758,77.69354928,"1,538","Marathahalli, Bangalore"
637,Citrus Cafe,12.96674396,77.75123119,6,"Whitefield, Bangalore"
638,Fresh Cafe,12.9905135,77.69331191,758,"Marathahalli, Bangalore"
639,Chellam Hotel,13.01629955,77.71081433,870,"KR Puram, Bangalore"
640,Nevesa Bites,12.9631218,77.7073812,883,"Marathahalli, Bangalore"
641,Kaafi Desi,12.9486797,77.7163298,30.6K,"Marathahalli, Bangalore"
642,Chai Point,12.96400238,77.71259632,14.4K,"Brookefield, Bangalore"
643,Mrs Iyengar's Kitchen - Authentic Iyengar's Cuisine,13.00371751,77.71198109,"4,591","KR Puram, Bangalore"
644,Cothas Coffee,13.01837711,77.76222825,1,"Whitefield, Bangalore"
645,FB Cakes,12.956512,77.696509,907,"Marathahalli, Bangalore"
646,Keventers Ice Cream,12.99748476,77.69679308,209,"Phoenix Marketcity Bangalore, Whitefield, Bangalore"
647,Meat And Eat,12.95275301,77.70030692,565,"Marathahalli, Bangalore"
648,Nandi Iyengars Cake Palace,12.95248781,77.70694893,329,"Marathahalli, Bangalore"
649,Sendhoor Coffee,12.9938494,77.7015728,"1,294","KR Puram, Bangalore"
650,Nirvana Foods,12.96432879,77.71783467,145,"Brookefield, Bangalore"
651,Sri Udupi Park,12.98251587,77.74840817,"6,524","Whitefield, Bangalore"
652,Hotel Salala,12.95939479,77.71388412,"1,460","Brookefield, Bangalore"
653,Kerala Kafe,12.97071072,77.75167409,54,"Whitefield, Bangalore"
654,Desi Zing,12.95103706,77.71440245,0,"Marathahalli, Bangalore"
655,Grills N Seeds,,,0,"Whitefield, Bangalore"
656,Srinidhi Sagar,12.9917568,77.7205362,"1,031","Whitefield, Bangalore"
657,Tasty Food Court- TFC,12.94220361,77.74368782,86,"Varthur Main Road, Whitefield, Bangalore"
658,Taste Of Kolkata,12.96636,77.71465,283,"Whitefield, Bangalore"
659,Bella House Go Go,13.0200528,77.70877413,0,"KR Puram, Bangalore"
660,New Juice It Up,12.96876084,77.71880262,313,"Brookefield, Bangalore"
661,Sassy South,13.020389,77.762255,"3,023","Whitefield, Bangalore"
662,Dakkhan Bistro,12.95845771,77.73202457,5,"Whitefield, Bangalore"
663,Udupi Cafe,13.01515884,77.76189666,12K,"Whitefield, Bangalore"
664,Andhra Turning Point,12.95111286,77.70706058,64,"Marathahalli, Bangalore"
665,Chai Resto,,,866,"Marathahalli, Bangalore"
666,Food Paradise,13.01655238,77.7157687,157,"KR Puram, Bangalore"
667,Food Story,12.95402645,77.71519605,267,"Brookefield, Bangalore"
668,Sargam Sweets,12.9488905,77.7080905,"1,057","Marathahalli, Bangalore"
669,Biriyani Kitchen,12.97978026,77.73359167,21,"Whitefield, Bangalore"
670,Five Spice Dining,12.94813879,77.70620059,6,"24 Tech Hotel, Kadubeesanahalli, Bangalore"
671,Caramel Whitefield,12.98737427,77.73609113,0,"Vivanta Whitefield, Bangalore"
672,High Sky,12.96029887,77.71716882,0,"Whitefield, Bangalore"
673,KR Naidu Hotel,12.94250489,77.74792705,90,"Whitefield, Bangalore"
674,Mayura Vybhava,12.976934,77.725144,0,"Whitefield, Bangalore"
675,Mandya Gowdru Hotel,12.95928272,77.71614455,14,"Brookefield, Bangalore"
676,ATR Foods,12.9573679,77.7145012,8,"Brookefield, Bangalore"
677,Ishwaryam,12.95731772,77.74579972,0,"Whitefield, Bangalore"
678,New Udupi Delicacy,12.98013384,77.72717144,"7,024","Whitefield, Bangalore"
679,Arun Ice Cream Parlour,12.96359528,77.710356,13,"Marathahalli, Bangalore"
680,Kidilum Grand,12.98408438,77.73335561,"1,193","Whitefield, Bangalore"
681,Snacky Zone,13.00506671,77.73037266,7,"Whitefield, Bangalore"
682,Narayanadri Nellore Hotel,12.9511066,77.7044869,34,"Marathahalli, Bangalore"
683,Romantic Time,12.95269072,77.70425633,19,"Marathahalli, Bangalore"
684,ChinaMinaMo,12.96423403,77.71502171,1,"Brookefield, Bangalore"
685,FRIENDS FAST FOODS,12.95046,77.70205,40,"Marathahalli, Bangalore"
686,Melting Melodies,12.95691844,77.74280403,118,"Varthur Main Road, Whitefield, Bangalore"
687,Chickles,12.95760851,77.70945814,117,"Marathahalli, Bangalore"
688,Mayura Grand,12.96501165,77.71813642,0,"Brookefield, Bangalore"
689,Food Mingo,12.95085343,77.70462345,368,"Marathahalli, Bangalore"
690,Risalo Restaurant,12.9788221,77.69767888,44,"Marathahalli, Bangalore"
691,The Ghee Spot,12.953727,77.719529,"2,729","Brookefield, Bangalore"
692,Chakh Le India,12.95151215,77.71741591,15.5K,"Brookefield, Bangalore"
693,Red Earth Roasters,12.99588803,77.69937618,10,"KR Puram, Bangalore"
694,Andhra Abhiruchulu,12.94620376,77.71245718,30,"Marathahalli, Bangalore"
695,Sonu Da Dhaba,12.97058999,77.772186,20,"Whitefield, Bangalore"
696,Gopal Dhaba,12.96890002,77.6935637,0,"Marathahalli, Bangalore"
697,Apna Hotel,12.98980163,77.7179765,306,"Whitefield, Bangalore"
698,Bengal Sweet And Restaurant,12.98330808,77.76797672,680,"Whitefield, Bangalore"
699,Pooja Hotel & Restaurant,12.9839609,77.7660974,24,"Whitefield, Bangalore"
700,Bowl'd,12.95140988,77.70332359,6,"Marathahalli, Bangalore"
701,Sri Manjunatha Hotel,12.95631397,77.71482892,260,"Brookefield, Bangalore"
702,Ashirvad Veg,12.95953921,77.70099442,543,"Marathahalli, Bangalore"
703,Sri Kalyan Hotel,13.01715964,77.70913694,4,"KR Puram, Bangalore"
704,Laddoos,12.95128865,77.71573853,"2,100","Brookefield, Bangalore"
705,Cocofit,12.95306876,77.69995976,114,"Marathahalli, Bangalore"
706,Indian Paratha Company,12.95983621,77.74792734,215,"Forum Neighbourhood Mall, Whitefield, Bangalore"
707,The Sandwich Juice Shop,12.9727447,77.7543803,795,"Whitefield, Bangalore"
708,Platos,12.95246167,77.70038992,7,"Marathahalli, Bangalore"
709,AGS Grand,12.9579493,77.70283844,11,"Marathahalli, Bangalore"
710,New Udupi Veg,12.9669743,77.76119862,"8,286","Whitefield, Bangalore"
711,Maa Tea,12.94673212,77.71506798,522,"Marathahalli, Bangalore"
712,Indori Junction,12.96078296,77.71548307,839,"Brookefield, Bangalore"
713,Poori House,12.95902688,77.70858608,44,"Marathahalli, Bangalore"
714,Sree Venkateshwara Home Made Foods,12.99163995,77.69017406,74,"Marathahalli, Bangalore"
715,Mondelice Cakes,13.0025196,77.7123851,201,"KR Puram, Bangalore"
716,Prajwal The Restaurant,12.94950363,77.71573786,"4,991","Marathahalli, Bangalore"
717,New Udupi Upahar,12.95092302,77.71561582,13.8K,"Marathahalli, Bangalore"
718,Sri Udupi Park,12.9949845,77.6968286,"1,658","KR Puram, Bangalore"
719,The Sandwich Adda,12.9558354,77.6979179,86,"Marathahalli, Bangalore"
720,Kaveri Vaibhav Pure Veg,13.0054236,77.73077221,905,"Whitefield, Bangalore"
721,Sukoon Chai Cafe,12.9477298,77.7154893,3,"Marathahalli, Bangalore"
722,Thalassery Cafe,12.95696255,77.70293634,44,"Marathahalli, Bangalore"
723,Durgashree Udupi Vihar,12.9882361,77.69724134,0,"KR Puram, Bangalore"
724,Navras,12.96421541,77.71502607,"2,172","Brookefield, Bangalore"
725,Panda Chai,12.95144902,77.71627463,459,"Marathahalli, Bangalore"
726,Cafe Coffee Day,12.9688974,77.7008686,"2,579","Marathahalli, Bangalore"
727,Eatwell  Restaurant,12.9508796,77.7049562,"7,247","Marathahalli, Bangalore"
728,Hangout Junction,12.95785161,77.74429869,93,"Sigma Soft Tech Park, Bangalore"
729,Salem Kitchen,12.96441079,77.7155387,291,"Brookefield, Bangalore"
730,Nirvana Restaurant,12.95154678,77.71637388,54,"Marathahalli, Bangalore"
731,Kerala Cafe,12.94835935,77.70484239,0,"Marathahalli, Bangalore"
732,Slurpy Shakes,12.96764343,77.75811276,"1,393","Whitefield, Bangalore"
733,NH 75,13.104639,77.868528,0,"Whitefield, Bangalore"
734,Jhanavi Restaurant,12.95079004,77.70454299,"1,120","Marathahalli, Bangalore"
735,The Club Cafe,12.9803253,77.7335002,19,"Whitefield, Bangalore"
736,Udupi Gokula Veg,13.00461949,77.71734148,"7,556","KR Puram, Bangalore"
737,Sri Sai Palace,13.0069513,77.75729969,20.5K,"Whitefield, Bangalore"
738,Sri Lakshmi Bhavan,12.9498129,77.7128214,642,"Marathahalli, Bangalore"
739,Udupi Grand,12.98187748,77.70868197,106,"Whitefield, Bangalore"
740,RC Easy Snacks,12.96498257,77.71920327,9,"Brookefield, Bangalore"
741,Jugo Crush,12.948255,77.7155918,14,"Brookefield, Bangalore"
742,Sugarkiss Bake Studio,12.98672577,77.72632588,1,"Whitefield, Bangalore"
743,Day Night Dhaba,12.9513527,77.71561749,345,"Marathahalli, Bangalore"
744,Kheer Kadamb - Bengali Sweets and Snacks,12.96987529,77.75012344,0,"Whitefield, Bangalore"
745,Mulbagal Dosa Center,13.0143685,77.7092039,267,"KR Puram, Bangalore"
746,Hotel Uttam Sagar,12.99796107,77.75660601,"1,668","Whitefield, Bangalore"
747,Nandi Mess - Feel Like Mom's,12.98430164,77.74896808,"1,209","Whitefield, Bangalore"
748,Bottle And Kullad,12.96422717,77.71502607,240,"Brookefield, Bangalore"
749,Raithula Ruchi,12.95765426,77.74446834,1,"Sigma Soft Tech Park, Bangalore"
750,Skandas Veg Restaurant,12.96557852,77.7143297,0,"Brookefield, Bangalore"
751,Santushti,12.946702,77.714968,"3,704","Whitefield, Bangalore"
752,BaraThas,12.9530952,77.7073456,161,"Marathahalli, Bangalore"
753,Chai Central,12.9864655,77.7337143,"2,378","Forum Neighbourhood Mall, Whitefield, Bangalore"
754,S'Mack,12.95606957,77.72159345,"4,294","Whitefield, Bangalore"
755,Ovenfresh Cakes,12.98116461,77.72736255,27,"Whitefield, Bangalore"
756,Impes Family Restaurant,13.02482037,77.71731634,"1,784","KR Puram, Bangalore"
757,Wow Tiffin Food,12.96864485,77.75629487,0,"Whitefield, Bangalore"
758,Sri Udupi Grand,13.00425688,77.70867426,187,"KR Puram, Bangalore"
759,Poorva Restaurant,12.9486714,77.70398408,"1,098","Marathahalli, Bangalore"
760,VBP Catering & Vasuda Hotel,12.984232,77.767751,661,"Whitefield, Bangalore"
761,Sri Lakshmi Hotel,12.99165171,77.69010667,17,"Kaggadasapura, Bangalore"
762,Madurai Idly & Dosa Shop,12.95899944,77.70176221,"1,077","Marathahalli, Bangalore"
763,Chatore,12.93947,77.72991,649,"Marathahalli, Bangalore"
764,Grab N Go - Aloft Hotel,12.99058244,77.73310415,7,"Aloft Hotel, Whitefield, Bangalore"
765,Forkfully,12.9862063,77.7669851,"1,066","Whitefield, Bangalore"
766,Saanvika Foods,12.9629569,77.7132801,430,"Brookefield, Bangalore"
767,Chatora Chaat Corner,12.98241688,77.76713938,"2,728","Prashanti Shopping Complex, Whitefield, Bangalore"
768,Bhartiya Bhojan,12.98275436,77.76689295,156,"Prashanti Shopping Complex, Whitefield, Bangalore"
769,Chilika Dhaba,12.94867956,77.70396799,341,"Marathahalli, Bangalore"
770,Indikhana,12.98033042,77.73353937,9,"Whitefield, Bangalore"
771,Ande Ka Funda,12.98280664,77.76167069,0,"Whitefield, Bangalore"
772,Udupi Delux,12.96477575,77.71732941,0,"Brookefield, Bangalore"
773,Coastal Spice,12.96249713,77.70136524,67,"Marathahalli, Bangalore"
774,Decker's Lane,12.95742195,77.70878926,"1,473","Marathahalli, Bangalore"
775,Wendy's Burgers,12.962521,77.749443,309,"Varthur Main Road, Whitefield, Bangalore"
776,Chai Sutta Bar,12.95093918,77.7038387,9,"Marathahalli, Bangalore"
777,Salt - Indian Restaurant Bar & Grill,12.98961738,77.72805624,"2,164","Forum Shantiniketan Mall, Whitefield, Bangalore"
778,Annamandir,12.96423966,77.75277223,"1,652","Whitefield, Bangalore"
779,Konaseema Vantillu,12.9770059,77.72501336,6,"Whitefield, Bangalore"
780,Faasos - Wraps & Rolls,12.9811338,77.7266842,0,"SJR I Park, Bangalore"
781,Hoskote Mutton Dum Biryani,12.95611566,77.72180105,0,"Brookefield, Bangalore"
782,GMR’S TEA TRANCE,12.96609149,77.7156014,19,"Brookefield, Bangalore"
783,Udupi Vaibhav,12.96586049,77.7492933,247,"Whitefield, Bangalore"
784,Bologna,13.0033789,77.7568559,214,"Whitefield, Bangalore"
785,Sri Meghna Delux Mess,12.98461495,77.73357555,8,"Whitefield, Bangalore"
786,Kerala Home Kitchen,12.9691938,77.7501233,579,"Whitefield, Bangalore"
787,Teaholic - The Kullad Tea,12.9660801,77.714478,0,"Brookefield, Bangalore"
788,PetPuja Food & Snacks,12.9509891,77.7147156,143,"Brookefield, Bangalore"
789,Varalakshmi Tiffins,12.9636061,77.7156137,0,"Brookefield, Bangalore"
790,Goofoo House,13.0046342,77.7193251,"1,536","KR Puram, Bangalore"
791,Om Agarwal Bhavan,13.01229856,77.76069942,440,"Whitefield, Bangalore"
792,Champaran Mutton House,12.97072738,77.76771157,12,"Whitefield, Bangalore"
793,South Indian kitchen,12.9780458,77.7698187,1,"ITPL Main Road, Whitefield, Bangalore"
794,Mint Malabari Kerala Food,12.96840634,77.75403288,0,"Whitefield, Bangalore"
795,Rolling Fresh,12.9937674,77.6992649,146,"KR Puram, Bangalore"
796,Halli Mane Natti Style,12.9751786,77.6939203,2,"Marathahalli, Bangalore"
797,Sri Vasavi Upahara,13.00849091,77.69561928,715,"KR Puram, Bangalore"
798,Royal Rajasthani Fast Food And Restaurant,12.94695093,77.70988496,94,"Kadubeesanahalli, Bangalore"
799,Periyar Dine In,12.9824008,77.7635063,151,"Whitefield, Bangalore"
800,Pure Bhoj,12.9515328,77.7174083,99,"Marathahalli, Bangalore"
801,S.L.V. Iyengar Bakery,12.95845936,77.70274694,83,"Marathahalli, Bangalore"
802,Abooz Cafe,12.9829576,77.7334734,170,"Whitefield, Bangalore"
803,Olivera,13.00440479,77.71610054,2,"KR Puram, Bangalore"
804,Sri Udupi Park,12.9618526,77.7164429,0,"Marathahalli, Bangalore"
805,The Twenty Handmade Chocolates,12.94140386,77.747061,3,"Varthur Main Road, Whitefield, Bangalore"
806,G6 Food Court,12.9466841,77.7150116,458,"Marathahalli, Bangalore"
807,Ganesh Food Corner,12.949366,77.715884,23,"Brookefield, Bangalore"
808,Sangam Sweets - Since 1964,12.97506553,77.75090171,"3,792","Whitefield, Bangalore"
809,Cafe 1947,12.95091143,77.70709229,0,"Marathahalli, Bangalore"
810,FNP Cakes By Ferns N Petals,13.0083988,77.7588815,314,"Apple City, Bangalore"
811,Al Halaal Tabrez,12.939219,77.7358144,0,"Varthur Main Road, Whitefield, Bangalore"
812,Burger Man,12.95961632,77.70157009,82,"Marathahalli, Bangalore"
813,Guntur Vari Amma Hotel,13.00426243,77.70676419,64,"KR Puram, Bangalore"
814,Midnight Cravings 24/7,12.95963102,77.70158216,94,"Marathahalli, Bangalore"
815,Cafe Suggi,12.9826167,77.7615691,314,"Whitefield, Bangalore"
816,Chai days,12.97119,77.7248725,338,"Whitefield, Bangalore"
817,"Jagakalia  Sweets, Snacks And Savouries",12.9394548,77.7299268,405,"Varthur Main Road, Whitefield, Bangalore"
818,Nellore Kitchen,12.9511484,77.7045119,477,"Marathahalli, Bangalore"
819,Mani's Royal Biryani,12.948902,77.7120523,187,"Marathahalli, Bangalore"
820,The Chai Walah,12.95710926,77.69859016,28,"Marathahalli, Bangalore"
821,The Spicy Sambar,12.95703,77.70214,"1,712","Marathahalli, Bangalore"
822,Crave Wave,12.95407,77.71749,0,"Marathahalli, Bangalore"
823,Davanagere Benne Dose Hotel,12.969266,77.735557,269,"Whitefield, Bangalore"
824,Bangali Hotel,12.95897591,77.70277172,0,"Marathahalli, Bangalore"
825,McCafe by McDonald's,12.96711741,77.71670043,93,"Brookefield, Bangalore"
826,Utkal Spice Heaven,12.98486487,77.76640177,78,"ITPL Main Road, Whitefield, Bangalore"
827,KaAra - Taste Of South,,,15,"Brookefield, Bangalore"
828,The Burgers King,,,50,"Varthur Main Road, Whitefield, Bangalore"
829,Nala Bhima Restaurant,,,47,"Marathahalli, Bangalore"
830,SRI SHANKAR ANDHRA MESS,12.969819,77.75116,2,"Whitefield, Bangalore"
831,Bengaluru Military Hotel,13.01378979,77.70968378,0,"KR Puram, Bangalore"
832,New Guru Nalapaka,13.00781731,77.69688427,550,"KR Puram, Bangalore"
833,Rajdhani Dhaba,12.9638839,77.732119,1,"Whitefield, Bangalore"
834,Kakara - The Taste Of Odisha,12.97178,77.694138,41,"Marathahalli, Bangalore"
835,Jaya's Home Kitchen,12.971385,77.7112778,39,"Brookefield, Bangalore"
836,Nandi Upachar,12.9639825,77.7522001,0,"Varthur Main Road, Whitefield, Bangalore"
837,Wae's,12.9827768,77.7616194,25,"ITPL Main Road, Whitefield, Bangalore"
838,Vatika Veg,12.9891218,77.7842842,108,"Whitefield, Bangalore"
839,Cakewala,12.9670336,77.7146026,"1,231","Brookefield, Bangalore"
840,Ramesh Foods,12.95104915,77.70485915,51,"Marathahalli, Bangalore"
841,B Kitchenn,12.98871308,77.69731812,0,"Marathahalli, Bangalore"
842,V R Mutton Dum Biryani,13.0044464,77.7171477,0,"KR Puram, Bangalore"
843,SLN Military Hotel,13.006369,77.709739,114,"KR Puram, Bangalore"
844,Jitubhai Mutton Point,12.9488076,77.7119977,7,"Marathahalli, Bangalore"
845,Chat Time,12.95567879,77.71549076,14,"Varthur Main Road, Whitefield, Bangalore"
846,The Byke Signature  Bengaluru,,,1,"Whitefield, Bangalore"
847,Mahadev Pure Veg Restaurant,12.9902916,77.7622559,0,"ITPL Main Road, Whitefield, Bangalore"
848,Sassy South,13.004576,77.715754,181,"KR Puram, Bangalore"
849,JSPIICE  Hunger Decoded,12.9564861,77.7099146,106,"Marathahalli, Bangalore"
850,Udupi Anubhav,13.014221,77.7319727,"1,241","KR Puram, Bangalore"
851,The Sober Cafe,12.94981965,77.71175495,7,"Marathahalli, Bangalore"
852,Slay Coffee Bar,12.9650955,77.7183732,0,"Marathahalli, Bangalore"
853,Sri Basaveswara Khanavali,12.9705418,77.73144387,0,"Whitefield, Bangalore"
854,Kale Me Crazy KL 14,12.96608528,77.71446347,3,"Brookefield, Bangalore"
855,Tea Time,12.9532,77.7176,221,"Brookefield, Bangalore"
856,Go Zero - Ice Creams & Desserts,12.992851,77.752958,168,"ITPL Main Road, Whitefield, Bangalore"
857,Tea Time,12.9694394,77.74967,44,"Whitefield, Bangalore"
858,Haldiram's Sweets And Namkeen,12.99372105,77.70156523,0,"KR Puram, Bangalore"
859,Chai Fusion Cafe,12.9616019,77.7165294,5,"Brookefield, Bangalore"
860,Waffle Express,12.9695234,77.7496795,107,"Whitefield, Bangalore"
861,BALAJI CENTRAL CAFE,12.99210189,77.7172208,7,"Whitefield, Bangalore"
862,Des Tea Nation,12.9927876,77.7171906,10,"Whitefield, Bangalore"
863,The Naashta Story,12.958037,77.709623,88,"Marathahalli, Bangalore"
864,Sri Ranghanatha Swamy,12.966441,77.7631755,0,"Whitefield, Bangalore"
865,Young Star Restaurant,12.95966565,77.70184638,45,"Marathahalli, Bangalore"
866,Brothers Restaurant,12.94265519,77.74825126,0,"Varthur Main Road, Whitefield, Bangalore"
867,Noname Cafe,12.9653232,77.7566466,2,"Whitefield, Bangalore"
868,Rajashtan Chats And Sweets,12.949849,77.7128166,55,"Marathahalli, Bangalore"
869,Lassi Paradise,12.95968134,77.70271305,0,"Marathahalli, Bangalore"
870,Ak Tiffen And Lunch,12.9663794,77.7032979,2,"Marathahalli, Bangalore"
871,Sri Vigneshwara Andhra Hotel,12.96532564,77.71936286,5,"Brookefield, Bangalore"
872,Mistea Cafe,12.9486756,77.7132834,0,"Marathahalli, Bangalore"
873,Kovai Mess,12.96921335,77.75434021,0,"Whitefield, Bangalore"
874,Royal Benne Dose,12.98490081,77.73374151,55,"Whitefield, Bangalore"
875,Makhanchor,,,0,"Marathahalli, Bangalore"
876,Morbi Sweet & Farsan,12.9845104,77.6889895,0,"Kaggadasapura, Bangalore"
877,Akanksha Kitchen,12.96163325,77.71655459,6,"Brookefield, Bangalore"
878,Chandu's Kitchen,12.9651273,77.7125189,0,"Brookefield, Bangalore"
879,Sri Sai Juice And Tea Coffee Point,12.95077533,77.70418257,0,"Marathahalli, Bangalore"
880,Slv Sree Lakshmi Venkateshwara Sweets And Khara,13.00586086,77.70115133,0,"KR Puram, Bangalore"
881,Traiaika Foods,12.97036799,77.68924166,0,"Marathahalli, Bangalore"
882,Hotel Sai Akshiya Bhavan,13.0046552,77.7137581,1,"KR Puram, Bangalore"
883,Dahiya Ji Sweets And Restaurant,12.9677673,77.7647276,42,"Whitefield, Bangalore"
884,Vasavi Holige Mane Thindi,13.00440617,77.70946383,0,"KR Puram, Bangalore"
885,Tea Day,12.97481314,77.69390139,0,"Marathahalli, Bangalore"
886,Sai's Andhra Inn,,,44,"KR Puram, Bangalore"
887,Guntur Tasty Foods,12.959731,77.70286459,0,"Marathahalli, Bangalore"
888,Sri Lakshmi Hotel,12.99171835,77.69057438,0,"Marathahalli, Bangalore"
889,Kafe Box,12.951372,77.704063,0,"Marathahalli, Bangalore"
890,Grand Amaravathi,12.95169643,77.7041772,0,"Marathahalli, Bangalore"
891,Slv Food Corner,12.95832211,77.69973714,0,"Marathahalli, Bangalore"
892,Acharjee Sweets And Snacks,12.9575949,77.7145071,0,"Marathahalli, Bangalore"
893,Chai 365,12.95110308,77.70492293,3,"Marathahalli, Bangalore"
894,Juzy Cafe,12.95459466,77.69817241,0,"Marathahalli, Bangalore"
895,Sri Durga Parameshwari Upahara,13.01650077,77.71793358,0,"Whitefield, Bangalore"
896,Svadu Pure Ghee Sweets,12.97626558,77.72681169,0,"Whitefield, Bangalore"
897,Empty Cup,,,0,"KR Puram, Bangalore"
898,Brundavn Hotel,13.0141498,77.7042432,0,"KR Puram, Bangalore"
899,Mahalakshmi Sweet & Chats,12.9484993,77.7154941,0,"Brookefield, Bangalore"
900,Kokila Restaurant,12.94818,77.7152406,5,"Marathahalli, Bangalore"
901,Akhila Bakery And Tea World,12.9794417,77.7455449,0,"ITPL Main Road, Whitefield, Bangalore"
902,Golden Bake And Juice,12.95592025,77.7167239,0,"Brookefield, Bangalore"
903,Deli2Go,12.96222072,77.71662433,1,"Brookefield, Bangalore"
904,Sri Sai Ruchi's,12.9660229,77.71400058,0,"Brookefield, Bangalore"
905,S S Rao's Upahaar,12.94715429,77.71517258,5,"Marathahalli, Bangalore"
906,VR Bangarpetr Chat,13.0047482,77.71655694,0,"KR Puram, Bangalore"
907,Shri Raghavendra Tiffin Center,12.97903152,77.69525014,0,"Marathahalli, Bangalore"
908,Pratiksha Restaurant,12.94979247,77.71607883,0,"Marathahalli, Bangalore"
909,KGN Cafe,12.95567062,77.71946881,0,"Varthur Main Road, Whitefield, Bangalore"
910,BK Cafe By Burger King,12.965511,77.701848,0,"Kote MR Plaza, Bangalore"
911,Om Sri Durgamma Hotel,13.02315203,77.71362805,0,"KR Puram, Bangalore"
912,Udupi Cafe,12.98723353,77.75503535,0,"ITPL Main Road, Whitefield, Bangalore"
913,The Good Food Chefs,12.96715433,77.70242941,0,"Marathahalli, Bangalore"
914,One Stop Biryani,12.9889027,77.7182699,2,"Whitefield, Bangalore"
915,Green Leaf Hotel,12.97553406,77.69373704,0,"Marathahalli, Bangalore"
916,Hotel Sri Sannedi,12.94932691,77.70442104,0,"Marathahalli, Bangalore"
917,New Ragam Bakery,12.96732364,77.71831313,0,"Brookefield, Bangalore"
918,Ramdev Sagar Pure Veg,13.0086786,77.695926,0,"KR Puram, Bangalore"
919,Swagruha Sweets And Bakes,12.9590281,77.7203567,1,"Brookefield, Bangalore"
920,Sri Mukambika Darshini,12.99467851,77.71707561,0,"Commercial Street, Bangalore"
921,Dosa.com,12.98305751,77.74884006,10,"Whitefield, Bangalore"
922,Priya's Kitchen,12.9925775,77.7547905,13,"ITPL Main Road, Whitefield, Bangalore"
923,Sri Sai Canteen,12.97906,77.73002,0,"Whitefield, Bangalore"
924,Drip The Cafe Bar,13.016488,77.7159209,132,"KR Puram, Bangalore"
925,Bhabatarini Bangali Hotel,12.99884,77.7603026,0,"ITPL Main Road, Whitefield, Bangalore"
926,Andhra Homely Foods,13.00413339,77.72105198,0,"KR Puram, Bangalore"
927,O.M.D.S Hotel,12.99796947,77.73663442,0,"ITPL Main Road, Whitefield, Bangalore"
928,Fresh And Hot Momos,12.9644915,77.75472712,0,"Whitefield, Bangalore"
929,Horanadu Annapurneshwari Restaurant,13.0169043,77.7046462,0,"KR Puram, Bangalore"
930,Shree Swaad Cafe,13.01039604,77.70338769,11,"KR Puram, Bangalore"
931,KVR Spice Garden,12.9813345,77.69360125,0,"Marathahalli, Bangalore"
932,Sri Ranganatha Swamy,12.9650186,77.7595472,0,"Varthur Main Road, Whitefield, Bangalore"
933,Nellore Tiffin & Meals,12.95459466,77.69825767,1,"Marathahalli, Bangalore"
934,C.K.S Malgudi Kitchen,12.94281825,77.74982672,0,"Varthur Main Road, Whitefield, Bangalore"
935,New Athithi Sagar,13.0102608,77.6978527,217,"KR Puram, Bangalore"
936,Juicy Garish,12.9582208,77.7096399,17,"Marathahalli, Bangalore"
937,Cuisine Meal Restaurant,12.9636726,77.7103777,11,"Brookefield, Bangalore"
938,Wood Fire Pizza,12.99174645,77.71697402,0,"Whitefield, Bangalore"
939,Mayura Bakery and Sweets,12.9970945,77.761362,0,"Whitefield, Bangalore"
940,Hotel Prithvi,12.977362,77.770328,11,"ITPL Main Road, Whitefield, Bangalore"
941,Golden Fork,12.9978,77.75641,0,"ITPL Main Road, Whitefield, Bangalore"
942,Spice X,12.9569907,77.7321532,0,"Miraya Rose, Bangalore"
943,Herbaceous,12.95715726,77.74296368,0,"Varthur Main Road, Whitefield, Bangalore"
944,Ruchi Mayur Hotel,12.93954509,77.72935845,0,"Varthur Main Road, Whitefield, Bangalore"
945,99 Udupi Veg,12.95719,77.715475,0,"Marathahalli, Bangalore"
946,Aroma's Hyderabad House,12.948674,77.69888,"2,891","Marathahalli, Bangalore"
947,Spice It - Ibis Bengaluru,12.92962046,77.68364724,53,"Ibis Bengaluru, Marathahalli, Bangalore"
948,The Coffee Brewery,12.92577461,77.66971926,300,"Bellandur, Bangalore"
949,Delice - Novotel,12.92945315,77.68341623,45,"Novotel Bengaluru, Marathahalli, Bangalore"
950,Bla Bla Chai,12.97015192,77.68204118,0,"Kaggadasapura, Bangalore"
951,Chez Nous,12.92988654,77.68310599,0,"Sarjapur Road, Bangalore"
952,Third Wave Coffee,12.9316853,77.6854036,454,"Bellandur, Bangalore"
953,Demitasse Coffee,12.966249,77.7147065,25,"Brookefield, Bangalore"
954,Delhi Wala Tadka,12.96724614,77.70245053,128,"Marathahalli, Bangalore"
955,Zed The Baker,12.9418926,77.6939551,60,"Prestige Tech Park, Bangalore"
956,Bekal Restaurant,12.9678728,77.65430119,"2,732","Jeevan Bhima Nagar, Bangalore"
957,Munchin Cafe,12.9393371,77.72205536,285,"Varthur Main Road, Whitefield, Bangalore"
958,TBC- Sky Lounge,12.94175628,77.69693658,505,"Kadubeesanahalli, Bangalore"
